rank,name,team,cur,pos,age,gp,mpg,usg_pct,to_pct,fta,ft_pct,2pa,2p_pct,3pa,3p_pct,efg_pct,ts_pct,ppg,rpg,apg,spg,bpg,topg,p_r,p_a,p_r_a,vi,ortg,drtg,season
,Kyle Korver,Uta,G-F,38.24,4,7.5,15.5,14.7,9.7,3,0.667,2,0.5,6,0.333,0.5,0.536,2.5,1.3,8.8,0,0,0,0,0.25,0,102.7,90.6,2018-2019
,Thon Maker,Det,F,22.3,4,17.2,35.7,20.1,9.1,9,0.889,14,0.5,12,0,0.269,0.367,5.5,2.3,6.6,1,8.6,0,1,0.75,5.4,85.7,94.3,2018-2019
,Ish Smith,Det,G,30.94,4,20.2,42.1,22.7,9.1,4,0.75,31,0.29,7,0.143,0.276,0.302,6,2.8,6.8,3.5,26.4,0.75,0.25,1,7.7,77.3,102.3,2018-2019
,Rodions Kurucs,Bro,F,21.35,4,17.1,35.6,15.4,7.7,9,0.778,12,0.5,8,0.25,0.45,0.522,6.3,5,15,0.8,6.4,0.5,0,0.5,6.9,115,96.2,2018-2019
,Sindarius Thornwell,Lac,G,24.58,4,3,6.1,20.9,0,0,0,3,0.333,3,0.333,0.417,0.417,1.3,1,18.9,0,0,0.25,0,0,0,,,2018-2019
,Ivica Zubac,Lac,C,22.24,4,9.7,20.1,24.8,17.2,3,0.667,18,0.5,0,0,0.5,0.518,5,5.5,31.8,0.3,4.3,0.5,0.5,1,8.3,107.2,96.6,2018-2019
,Jared Dudley,Bro,F,33.93,4,20.6,42.8,8.3,23.9,4,1,2,0.5,9,0.222,0.364,0.47,3,0.5,1.3,2.8,17.5,0.75,0.25,1,3.1,101,103.4,2018-2019
,Rondae Hollis-Jefferson,Bro,F,24.44,4,15.6,32.6,30.5,6.4,25,0.8,32,0.469,1,1,0.5,0.602,13.3,3,9.9,1.5,17.6,0.25,1.25,0.75,10,125.1,102,2018-2019
,Thabo Sefolosha,Uta,F,35.12,4,10.5,21.9,15.2,6.7,0,0,6,0.167,8,0.125,0.179,0.179,1.3,2,10,0.5,7.1,0,0,0.25,4.2,50.1,103.4,2018-2019
,Furkan Korkmaz,Phi,G-F,21.89,4,8.9,18.5,25.2,4.7,5,0.8,10,0.3,8,0.375,0.417,0.47,4.8,1.5,9.1,1.3,21.5,0,0.25,0.25,9.5,105.6,99.4,2018-2019
,Brad Wanamaker,Bos,G,29.89,4,4.3,9,27.4,18.6,4,0.75,6,0.333,1,1,0.5,0.571,2.5,0.3,3,0.8,30.7,0.25,0,0.5,7.8,104.9,113,2018-2019
,Guerschon Yabusele,Bos,F,23.49,4,3.5,7.3,25.3,12.4,7,0.571,3,0.667,1,0,0.5,0.565,2,0.5,7.3,0.3,11.9,0,0.25,0.25,7.7,,,2018-2019
,Amir Johnson,Phi,C-F,32.12,4,4.9,10.2,10.8,20,0,0,4,1,0,0,1,1,2,1.3,13.8,0.5,16.5,0.25,0,0.25,8.9,164.6,96.8,2018-2019
,Ed Davis,Bro,C,30.03,3,13.6,28.3,10.8,0,2,1,10,0.7,0,0,0.7,0.735,5.3,6.3,23.9,0.7,7.8,0,0.33,0,8.4,161.7,85.5,2018-2019
,Doug McDermott,Ind,F,27.44,3,9.7,20.3,18.5,0,4,0.5,3,0.667,7,0,0.2,0.255,2,1.7,9.3,1.3,21.8,0,0.33,0,6.8,86.5,107.3,2018-2019
,Aaron Holiday,Ind,G,22.7,3,4.5,9.4,20.4,16.7,0,0,3,0.333,2,0.5,0.5,0.5,1.7,0,0,0,0,0,0,0.33,0,79.4,92.5,2018-2019
,Raul Neto,Uta,G,27.07,3,6.5,13.6,13,0,0,0,5,0.2,1,0,0.167,0.167,0.7,1,8,0.3,7.6,0,0,0,3.7,48.3,100.5,2018-2019
,Deonte Burton,Okc,G,25.37,3,1.5,3.1,47.5,0,0,0,3,0.333,2,0,0.2,0.2,0.7,0.7,24.1,0,0,0,0,0,0,,,2018-2019
,Abdel Nader,Okc,F,25.72,3,1.6,3.3,17.8,0,0,0,2,0.5,0,0,0.5,0.5,0.7,0,0,0,0,0,0.33,0,0,,,2018-2019
,Jose Calderon,Det,G,37.71,3,3.2,6.7,0,,0,0,0,0,0,0,,,0,0,0,1.7,66,0.33,0,0,0,,,2018-2019
,Glenn Robinson III,Det,G-F,25.43,3,11.9,24.7,20.9,5.6,4,1,7,0.429,8,0.125,0.3,0.388,4.3,2.3,9.9,0.7,8.4,0.67,0,0.33,6.4,92,96.1,2018-2019
,Khyri Thomas,Det,G,23.1,3,5,10.5,34.5,0,1,1,8,0.625,4,0.25,0.542,0.563,4.7,0.7,6.7,0,0,0.67,0,0,0,108,106.8,2018-2019
,Shabazz Napier,Bro,G,27.92,3,9.4,19.7,20.8,0,8,0.875,6,0.667,5,0.6,0.773,0.826,8,2.3,12.7,3.7,70.3,0.33,0,0,17.4,188.2,108.1,2018-2019
,Theo Pinson,Bro,G-F,23.61,3,7.3,15.2,16.7,11.1,0,0,1,0,7,0.429,0.563,0.563,3,1,7,1,20.7,0.67,0,0.33,7.9,113.8,109.8,2018-2019
,Melvin Frazier Jr.,Orl,G-F,22.79,3,4.9,10.1,17.8,0,2,0.5,5,0.4,0,0,0.4,0.425,1.7,1.3,14.9,0,0,0.33,0,0,0,97.5,107.9,2018-2019
,Jerian Grant,Orl,G,26.68,3,4.7,9.7,36.2,8.7,1,1,3,0.667,7,0,0.2,0.239,1.7,1.3,15.6,1,40.6,0,0,0.33,11.1,62.1,102.5,2018-2019
,Jarell Martin,Orl,F,25.06,3,6.1,12.6,24,0,2,0,2,1,7,0.286,0.556,0.506,3.3,0.7,6,0.3,12.2,0,0.33,0,5.8,106.6,110.1,2018-2019
,Jarred Vanderbilt,Den,F,20.2,3,1.6,3.4,0,,0,0,0,0,0,0,,,0,0.3,10.7,0,0,0,0.33,0,0,,,2018-2019
,Robert Williams III,Bos,C-F,21.66,3,4.2,8.8,9.9,0,2,1,2,0.5,0,0,0.5,0.694,1.3,2.3,28.1,0,0,0,0,0,0,159,95.6,2018-2019
,Trey Lyles,Den,F,23.61,3,2.7,5.6,11,0,0,0,1,0,1,0,0,0,0,0.3,6.5,0.7,30.6,0,0,0,0,,,2018-2019
,Skal Labissiere,Por,F,23.24,3,3.5,7.3,18.3,0,1,0,2,0.5,2,0,0.25,0.225,0.7,0,0,0,0,0,0,0,0,,,2018-2019
,Damian Jones,Gol,C,23.96,4,2,4.2,15.4,34.7,2,0.5,1,1,0,0,1,0.798,0.8,0.5,14.2,0,0,0,0,0.25,0,,,2018-2019
,DeMarcus Cousins,Gol,C,28.84,8,16.7,34.7,27,22.9,25,0.64,41,0.439,12,0.25,0.425,0.477,7.6,4.9,16.9,2.4,20.7,0.63,0.75,2.38,10.7,89.9,91.9,2018-2019
,Grayson Allen,Uta,G,23.68,2,7.1,14.7,30.4,0,7,0.714,4,0.5,3,0,0.286,0.446,4.5,0.5,3.7,0,0,0,0,0,0,99.8,113,2018-2019
,Ekpe Udoh,Uta,C-F,32.07,2,3.1,6.4,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2018-2019
,Tyrone Wallace,Lac,G,25.01,2,5.5,11.5,23.6,15.8,3,0.667,4,0.25,0,0,0.25,0.376,2,0.5,5.1,1.5,36.9,0,0,0.5,8.3,88.3,99.7,2018-2019
,Zaza Pachulia,Det,C,35.34,2,10.9,22.6,15.2,12.7,2,0.5,6,0.333,0,0,0.333,0.363,2.5,4.5,20.8,0,0,0,0,0.5,0,74.1,94.1,2018-2019
,Gary Clark,Hou,F,24.58,2,1.9,3.9,0,,0,0,0,0,0,0,,,0,0.5,15.2,0,0,0,0,0,0,,,2018-2019
,Isaiah Hartenstein,Hou,F-C,21.11,2,1.2,2.4,38.2,0,0,0,2,1,0,0,1,1,2,0.5,24.5,0,0,0,0,0,0,,,2018-2019
,Blake Griffin,Det,F,30.25,2,29.1,60.5,34.7,12.5,7,1,26,0.462,13,0.462,0.538,0.582,24.5,6,10.4,6,43.8,1,0,3,13.2,116.5,96,2018-2019
,Dzanan Musa,Bro,G-F,20.1,2,7.3,15.2,16.7,50,0,0,2,1,1,0,0.667,0.667,2,0,0,0,0,1,0,1.5,0,55.7,82.7,2018-2019
,Zhaire Smith,Phi,G,20.03,2,2.8,5.7,0,,0,0,0,0,0,0,,,0,0,0,0,0,0.5,0,0,0,,,2018-2019
,Marcus Smart,Bos,G,25.27,2,16.3,33.9,22.4,18,6,0.667,0,0,11,0.091,0.136,0.257,3.5,2,6.3,2,17.3,1.5,0,1.5,5.9,72.8,102.3,2018-2019
,Chris Boucher,Tor,F,26.42,2,2.1,4.3,60,0,1,0,2,0.5,3,0.333,0.5,0.46,2.5,0.5,13.5,0,0,0,0.5,0,0,,,2018-2019
,TJ Leaf,Ind,F,22.12,1,9.8,20.4,18.2,0,2,1,2,0,1,0,0,0.258,2,3,16.7,0,0,0,0,0,0,77.5,110.9,2018-2019
,Jon Leuer,Det,F,30.09,1,4.9,10.2,20.9,0,1,0,2,0.5,0,0,0.5,0.41,2,0,0,0,0,0,0,0,0,80.2,96.4,2018-2019
,Kyle O'Quinn,Ind,C,29.22,1,1.6,3.3,28.7,100,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,,,2018-2019
,Edmond Sumner,Ind,G,23.45,1,1.6,3.3,0,,0,0,0,0,0,0,,,0,2,68.2,0,0,0,0,0,0,,,2018-2019
,Aaron Brooks,Min,PG,33,2,1.4,2.8,63.7,0,2,0,2,1,1,0,0.667,0.515,2,0,0,0,0,0,0,0,0,,,2017-2018
,Aaron Jackson,Hou,F,31,7,2.4,5.1,17.8,0.291,2,0.5,2,1,2,0,0.5,0.512,0.7,0.6,13.1,0.3,17.2,0,0,0.29,8.4,,,2017-2018
,Abdel Nader,Bos,SF,24,11,3,6.3,25.5,0.107,4,0.5,11,0.455,4,0,0.333,0.358,1.1,0.3,5,0.3,14.3,0.09,0.09,0.18,6.2,,,2017-2018
,Al Horford,Bos,C,31,19,35.7,74.4,17.8,0.119,75,0.827,161,0.596,43,0.349,0.581,0.631,15.7,8.3,12.8,3.3,14.9,1,1.16,1.68,8.5,112.7,102.7,2017-2018
,Alec Burks,Uta,SG,26,9,13.4,27.9,28.9,0.103,15,0.867,43,0.488,20,0.45,0.548,0.589,9.1,2.7,11.2,1.9,25.9,0.44,0.11,0.89,10.7,110,101.1,2017-2018
,Alex Abrines,Okc,SG,24,6,18.3,38.2,8.5,0.046,2,1,7,0.286,13,0.462,0.55,0.575,4,2.5,7.5,0.3,2.4,0.83,0.33,0.17,3.2,119.8,102,2017-2018
,Al-Farouq Aminu,Por,SF,27,4,32.7,68.2,19.7,0.102,2,1,22,0.636,30,0.433,0.644,0.652,17.3,9,15,1.3,6.2,1,0.5,1.5,7.2,126.2,112.7,2017-2018
,Amir Johnson,Phi,PF,30,8,11.7,24.4,11.9,0.115,5,0.8,21,0.524,0,0,0.524,0.56,3.3,2.9,13.2,1.1,13.3,0.25,0.13,0.38,7.5,122.7,100.4,2017-2018
,Andre Iguodala,Gol,SF,34,15,26.8,55.7,12.5,0.123,34,0.706,48,0.583,37,0.378,0.576,0.61,8.1,4.5,9.4,2.7,13.1,1.4,0.47,0.93,6.9,108.2,98.8,2017-2018
,Andrew Wiggins,Min,SF,22,5,32.8,68.4,23.2,0.105,20,0.6,47,0.489,21,0.333,0.493,0.514,15.8,5.2,9.1,2,9.2,0.4,0.4,1.8,6.7,98.9,110.3,2017-2018
,Ante Zizic,Cle,PF,21,8,2.9,5.9,28.7,0.137,6,0.5,10,0.5,0,0,0.5,0.514,1.6,0.8,14.9,0.1,7.3,0,0.13,0.25,7,,,2017-2018
,Anthony Davis,Nor,PF,24,9,39.8,82.9,30.9,0.09,64,0.828,183,0.546,22,0.273,0.532,0.581,30.1,13.7,18.5,1.7,7.2,2,2.44,2.56,8.9,108.5,98.6,2017-2018
,Aron Baynes,Bos,C,31,19,20.5,42.7,12.1,0.076,18,0.722,66,0.515,23,0.478,0.567,0.588,6,6.3,16.9,1,7.3,0.21,0.63,0.42,6.5,120.9,97.7,2017-2018
,Bam Adebayo,Mia,PF,20,5,15.4,32.1,13.4,0.086,14,0.214,14,0.5,1,0,0.467,0.402,3.4,4,14.5,0,0,0,0.4,0.4,0,90.3,109.1,2017-2018
,Ben Simmons,Phi,PG,21,10,36.9,77,22.4,0.226,58,0.707,124,0.492,1,0,0.488,0.541,16.3,9.4,13.7,7.7,30.8,1.7,0.8,4.4,11.5,97.9,97.4,2017-2018
,Bojan Bogdanovic,Ind,SF,28,7,34,70.9,18.5,0.132,10,0.6,36,0.417,45,0.378,0.5,0.509,12.4,3.4,5.7,1.9,7.7,0.86,0,1.86,5.1,92.7,99.5,2017-2018
,Bradley Beal,Was,SG,24,6,35.9,74.8,27.3,0.113,23,0.87,63,0.444,45,0.467,0.551,0.588,23.2,3.3,5.3,2.8,13.2,1.17,0.33,2.5,6.7,107.6,108.2,2017-2018
,Brandon Jennings,Mil,PG,28,1,4.9,10.2,35.9,0.258,2,1,0,0,2,0,0,0.347,2,0,0,0,0,0,0,1,0,54.4,121.3,2017-2018
,Brandon Paul,San,SG,26,1,2.5,5.2,0,,0,0,0,0,0,0,,,0,1,22.2,1,49.6,0,0,0,0,,,2017-2018
,Bryn Forbes,San,SG,24,4,13.6,28.2,16.6,0,7,0.714,8,0.375,9,0.222,0.353,0.423,4.3,0.8,3.1,0.5,5.2,0,0,0,3.5,95.9,114.7,2017-2018
,Caleb Swanigan,Por,PF,20,1,7.9,16.5,26.4,0.21,4,0.75,1,0,1,0,0,0.399,3,2,13.8,1,15.5,0,0,1,9.2,79.6,106.2,2017-2018
,Carmelo Anthony,Okc,SF,33,6,32.3,67.3,18.7,0.071,15,0.733,44,0.477,28,0.214,0.417,0.452,11.8,5.7,9.7,0.3,1.5,1.67,0.67,1,3.4,89.6,103.2,2017-2018
,Cedi Osman,Cle,SF,22,14,4.4,9.2,14.3,0,4,0.25,11,0.455,7,0.143,0.361,0.354,1,0.5,6.4,0.2,6.7,0.21,0,0,4.2,72.5,104.6,2017-2018
,Cheick Diallo,Nor,PF,21,7,6.9,14.4,11.6,0.077,0,0,12,0.417,0,0,0.417,0.417,1.4,1.3,10,0,0,0.14,0.14,0.14,0,90.5,94,2017-2018
,Chinanu Onuaku,Hou,PF,21,1,3.2,6.7,0,,0,0,0,0,0,0,,,0,1,17.6,1,39.1,1,0,0,0,,,2017-2018
,Chris Paul,Hou,PG,32,15,34.5,71.8,26.4,0.091,53,0.83,158,0.513,99,0.374,0.531,0.565,21.1,5.9,9.7,5.8,29.5,2,0.27,1.87,10.4,106.8,99.4,2017-2018
,CJ McCollum,Por,SG,26,4,38.9,81,25.9,0.098,13,0.769,51,0.569,26,0.423,0.591,0.61,25.3,2,2.8,3.5,16.1,1.25,0.25,2.25,5.8,117.9,114.2,2017-2018
,CJ Miles,Tor,SF,30,10,22.7,47.3,16.9,0.103,16,0.813,26,0.5,45,0.422,0.585,0.615,9.6,2.4,6,0.8,5,0.7,0.3,0.9,4.7,111.5,110.6,2017-2018
,Clint Capela,Hou,C,23,17,30.6,63.7,15.6,0.082,55,0.473,144,0.66,0,0,0.66,0.642,12.7,11.6,21.3,1.3,6.9,0.82,2.12,0.88,7.5,126.3,100.7,2017-2018
,Corey Brewer,Okc,SF,31,6,25.2,52.5,8.4,0.067,6,1,14,0.571,11,0.455,0.62,0.669,6.2,2.2,4.7,0.8,4.5,1.17,0.83,0.33,3.5,135,102.1,2017-2018
,Cory Joseph,Ind,SG,26,7,20.5,42.6,12.4,0.101,6,1,22,0.409,11,0.273,0.409,0.463,4.7,2.4,6.7,3,19.3,1.29,0.29,0.57,6.3,107.9,99.9,2017-2018
,Dakari Johnson,Okc,C,22,2,1.7,3.4,0,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,2017-2018
,Damian Jones,Gol,C,22,4,2.7,5.7,25.6,0.475,3,0.667,2,0.5,0,0,0.5,0.602,1,0.8,15.3,0,0,0,0,0.75,0,,,2017-2018
,Damian Lillard,Por,PG,27,4,40.6,84.6,25.5,0.169,17,0.882,41,0.39,30,0.3,0.415,0.471,18.5,4.5,6,4.8,17.6,1.25,0,4,7.3,92.8,115.9,2017-2018
,Danny Green,San,SG,30,5,20.6,42.9,13.9,0.063,0,0,10,0.3,20,0.25,0.35,0.35,4.2,2.2,5.9,0.2,1.3,0.2,0.8,0.4,2.4,75.4,110.6,2017-2018
,Dante Exum,Uta,PG,22,10,11.4,23.7,24.2,0.245,12,0.75,34,0.529,7,0.286,0.512,0.551,5.1,1.4,6.9,1,14.2,0.1,0.1,1.5,6.8,86.7,98.9,2017-2018
,Dario Saric,Phi,PF,23,10,32.9,68.4,22.5,0.086,40,0.85,89,0.438,52,0.385,0.489,0.542,17.2,7.4,12.1,3.5,16.1,1,0.4,1.5,9.3,112.1,101.4,2017-2018
,Darius Miller,Nor,SF,27,9,18,37.6,11.4,0.141,6,1,10,0.5,24,0.375,0.544,0.587,4.8,2.2,6.6,1.2,8.5,0.56,0,0.67,5.2,105.3,106.3,2017-2018
,Darren Collison,Ind,PG,30,7,30.6,63.7,17.2,0.109,12,0.75,45,0.511,23,0.348,0.515,0.539,11.3,3,5.6,4.7,22.1,1,0,1.29,7.1,111.3,107,2017-2018
,David Stockton,Uta,G,26,2,2.9,6,23.2,0,0,0,2,0.5,1,0,0.333,0.333,1,0.5,9.7,0,0,0,0,0,0,,,2017-2018
,David West,Gol,PF,37,18,9.7,20.2,14.3,0.176,4,1,43,0.605,2,0.5,0.611,0.631,3.3,2.1,11.8,1.8,25.2,0.33,0.56,0.56,9.6,114.1,92.9,2017-2018
,Davis Bertans,San,PF,25,5,16.5,34.4,12.9,0.042,11,0.727,2,0,16,0.188,0.25,0.372,3.4,2.2,7.4,1.2,9.4,0.4,0,0.2,5,89.1,103.3,2017-2018
,DeAndre Liggins,Nor,SG,29,3,4.5,9.4,12.3,0.515,2,0.5,1,0,0,0,0,0.266,0.3,0.3,4,0,0,0,0,0.67,0,25.1,115.6,2017-2018
,Dejounte Murray,San,PG,21,5,19.2,40,18.6,0.125,9,0.778,25,0.4,6,0.667,0.516,0.558,7.8,4.2,12.2,1.8,14.2,1,0.4,1,8.1,108.5,100.6,2017-2018
,Delon Wright,Tor,PG,25,10,21.5,44.8,17.2,0.107,16,0.938,47,0.468,21,0.429,0.522,0.573,8.6,2.2,5.8,2.3,15.2,1.5,0.9,0.9,6.5,111.5,112.9,2017-2018
,DeMar DeRozan,Tor,SG,28,10,35.4,73.8,30.5,0.094,53,0.811,164,0.47,35,0.286,0.462,0.511,22.7,3.6,5.7,4,18.8,0.5,0.6,2.3,7.8,100,114.4,2017-2018
,Derrick Favors,Uta,PF,26,11,26,54.2,14.5,0.108,33,0.485,63,0.635,5,0.4,0.632,0.618,9.3,5.2,11.2,1.2,7,0.73,1,0.91,6,117.1,104.5,2017-2018
,Derrick Rose,Min,PG,29,5,23.8,49.5,25.4,0.118,7,0.857,47,0.468,10,0.7,0.57,0.591,14.2,1.8,4.4,2.6,18.2,0.4,0,1.6,6.8,108.5,112.8,2017-2018
,Derrick White,San,PG,23,3,6.1,12.6,14.8,0,0,0,4,0.5,2,0.5,0.583,0.583,2.3,0,0,0.3,8.6,0.33,0.67,0,0,119.4,118.8,2017-2018
,Domantas Sabonis,Ind,PF,21,7,23.7,49.5,20.7,0.091,18,0.778,55,0.636,7,0.143,0.589,0.622,12.4,4.6,10.9,0.7,4.8,0.14,0.29,1,5.8,120.9,95.9,2017-2018
,Donovan Mitchell,Uta,SG,21,11,37.4,77.9,32.1,0.109,43,0.907,163,0.472,80,0.313,0.471,0.512,24.4,5.9,8.9,4.2,20.5,1.45,0.36,2.91,9,96,100.8,2017-2018
,Draymond Green,Gol,PF,27,21,39,81.2,14.9,0.228,49,0.796,113,0.549,79,0.266,0.487,0.529,10.8,10.6,15.1,8.1,26.8,1.86,1.48,3,10,97.3,94.4,2017-2018
,Dwyane Wade,Mia,SG,36,5,25.5,53.1,32.5,0.119,26,0.808,66,0.47,4,0,0.443,0.51,16.6,4.2,9.2,3.6,25.5,1.4,0.2,2.2,9.9,100.5,108.4,2017-2018
,Ed Davis,Por,PF,28,4,17.7,36.9,9.8,0.254,4,0.25,10,0.5,0,0,0.5,0.468,2.8,8,24.6,0,0,0,0.25,1,0,83.1,106.7,2017-2018
,Ekpe Udoh,Uta,PF,30,6,3.5,7.2,8.1,0.266,4,0,1,1,0,0,1,0.362,0.3,0.5,8.1,0,0,0,0.33,0.17,0,,,2017-2018
,Emeka Okafor,Nor,C,35,1,3.6,7.5,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2017-2018
,Eric Bledsoe,Mil,PG,28,7,32.1,66.9,21.8,0.139,20,0.7,62,0.484,22,0.318,0.482,0.512,13.6,3.4,6.3,3.7,17.6,1,0.86,2.14,6.9,97.1,105.8,2017-2018
,Eric Gordon,Hou,SG,29,17,32.3,67.3,21.9,0.088,61,0.836,91,0.451,130,0.331,0.477,0.529,15.4,2.6,4.6,1.6,7.9,0.59,0.47,1.41,5,94.6,108.6,2017-2018
,Ersan Ilyasova,Phi,PG,30,10,23.3,48.6,18.9,0.097,21,0.571,53,0.509,31,0.29,0.482,0.499,9.3,7.6,17.5,1.3,8.1,0.7,0.5,1,7.7,102,96.7,2017-2018
,E'Twaun Moore,Nor,SG,28,9,31.6,65.8,16.1,0.104,16,0.688,63,0.508,25,0.36,0.517,0.537,11.3,2.4,4.2,1.7,7.2,0.67,0.11,1.22,4.5,98.2,107.3,2017-2018
,Evan Turner,Por,SG,29,3,28.9,60.1,20.2,0.15,2,1,26,0.385,7,0.286,0.394,0.413,9.3,4,7.6,3.3,17,1,0.33,2,6.9,90.3,111,2017-2018
,Fred VanVleet,Tor,PG,23,6,19.1,39.7,17.9,0.086,8,0.875,11,0.455,28,0.286,0.436,0.482,6.8,1.7,4.9,2.2,15.5,0,0,0.67,6.2,99.2,115,2017-2018
,Furkan Korkmaz,Phi,SG,20,1,1.6,3.3,26.6,0,0,0,0,0,1,1,1.5,1.5,3,0,0,0,0,0,0,0,0,,,2017-2018
,George Hill,Cle,PG,31,19,29.3,61.1,14.1,0.125,53,0.774,80,0.538,51,0.314,0.511,0.567,9.2,2.2,4.2,2.2,10.5,0.53,0.42,1.16,4.8,98.6,106.5,2017-2018
,Gerald Green,Hou,SG,32,17,16,33.3,17.4,0.093,7,0.857,22,0.455,72,0.375,0.537,0.551,6.3,2.9,10.3,0.1,0.6,0.24,0.41,0.59,3.1,91.6,101.2,2017-2018
,Giannis Antetokounmpo,Mil,PF,23,7,40,83.4,26.3,0.105,55,0.691,107,0.607,14,0.286,0.587,0.62,25.7,9.6,14,6.3,27.4,1.57,0.86,2.43,11.6,120.9,99.3,2017-2018
,Glenn Robinson III,Ind,SG,24,2,2.8,5.8,8,0,0,0,1,1,0,0,1,1,1,0.5,10.1,0,0,0,0,0,0,,,2017-2018
,Goran Dragic,Mia,PG,31,5,31.3,65.2,28.8,0.149,22,0.682,55,0.491,21,0.381,0.513,0.543,18.6,2.6,4.7,4.6,25.7,1,0,3,7.7,101.1,111.4,2017-2018
,Gorgui Dieng,Min,PF,28,5,14.1,29.3,13.1,0.048,4,0.75,13,0.308,5,0.4,0.389,0.43,3.4,3.6,14.7,0.8,7.5,0.4,0.8,0.2,6.1,99.6,106.7,2017-2018
,Greg Monroe,Bos,C,27,11,9.5,19.8,26.5,0.227,22,0.682,38,0.5,0,0,0.5,0.556,4.8,3.2,18.5,0.5,7.9,0.18,0.18,1.27,8.3,89.8,99.7,2017-2018
,Guerschon Yabusele,Bos,PF,22,12,4,8.3,10.5,0,5,0.4,3,0.333,6,0,0.111,0.179,0.3,0.9,12.7,0.3,8.2,0.17,0,0,4.3,63.6,87.5,2017-2018
,Hassan Whiteside,Mia,C,28,5,15.4,32.1,21.9,0.318,13,0.615,20,0.45,0,0,0.45,0.505,5.2,6.2,22.5,0.2,1.9,0,1.2,2.4,4.8,81.8,93.1,2017-2018
,Ian Clark,Nor,SG,26,9,21.1,43.9,17.5,0.117,4,1,38,0.474,28,0.357,0.5,0.517,7.8,1.1,2.8,1.2,7.9,0.89,0.22,1,4.1,91.7,102.7,2017-2018
,Ian Mahinmi,Was,C,31,6,8.7,18.1,16.8,0.05,11,0.909,14,0.714,0,0,0.714,0.796,5,1.8,12,0.2,3,0.67,0.83,0.17,5.6,159.2,92,2017-2018
,Jabari Parker,Mil,SF,22,7,23.9,49.8,20,0.081,13,0.615,43,0.512,19,0.316,0.5,0.517,10,6.1,15.1,1.4,9.2,1,0.71,0.86,7.4,103.2,100.4,2017-2018
,Jae Crowder,Uta,PG,27,11,29.4,61.2,18.7,0.104,28,0.643,42,0.31,66,0.333,0.426,0.457,10,5.1,9.8,1.7,8.6,1.36,0.18,1.27,6,86.7,100.5,2017-2018
,Jake Layman,Por,SF,23,1,7.9,16.5,16.7,0,0,0,3,1,0,0,1,1,6,1,6.9,1,28.9,2,0,0,9.2,202.8,104.5,2017-2018
,Jakob Poeltl,Tor,C,22,9,15.5,32.4,14.9,0.169,19,0.789,30,0.567,1,0,0.548,0.622,5.4,4,14.5,0.7,5.9,0.33,0.44,0.89,6.4,117.8,99.9,2017-2018
,Jamal Crawford,Min,SG,37,5,24.6,51.3,20.8,0.087,13,0.769,30,0.467,17,0.412,0.521,0.56,11.8,2.6,6.1,2.4,14.4,1,0,1,6.8,110.3,113.5,2017-2018
,James Harden,Hou,PG,28,17,36.5,76.1,36.3,0.128,133,0.887,211,0.502,174,0.299,0.478,0.548,28.6,5.2,8.1,6.8,34.4,2.24,0.65,3.82,11,99.5,101.9,2017-2018
,James Johnson,Mia,PF,30,5,32.1,66.9,16.2,0.172,14,0.643,29,0.552,13,0.538,0.631,0.644,12.4,6,10.5,4.8,22.9,1.2,1.2,2,8.8,117.6,106,2017-2018
,Jason Smith,Was,C,31,1,2.2,4.6,0,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,2017-2018
,Jason Terry,Mil,SG,40,3,14.6,30.3,6.2,0.167,0,0,0,0,5,0.4,0.6,0.6,2,1,4,0.7,5.9,0.33,0,0.33,3.1,112.5,112.7,2017-2018
,JaVale McGee,Gol,C,30,13,12.2,25.4,18.7,0.075,9,0.667,57,0.684,1,0,0.672,0.678,6.5,3.2,14.8,0.3,4,0.23,0.85,0.38,6,120.4,93.9,2017-2018
,Jaylen Brown,Bos,SF,21,18,32.4,67.5,24,0.074,50,0.64,154,0.519,112,0.393,0.549,0.563,18,4.9,8.3,1.4,7.8,0.78,0.56,1.28,6.1,96.6,99.8,2017-2018
,Jayson Tatum,Bos,SF,19,19,35.9,74.9,22.7,0.119,97,0.845,190,0.526,71,0.324,0.515,0.578,18.5,4.4,6.7,2.7,12.6,1.21,0.58,2.16,6.7,98.1,102.6,2017-2018
,Jeff Green,Cle,SF,31,22,23.8,49.6,15.3,0.095,46,0.717,72,0.514,70,0.3,0.482,0.524,7.7,2.4,5.8,1.5,8.6,0.32,0.68,0.77,5.1,91.6,108.6,2017-2018
,Jeff Teague,Min,PG,29,5,30.6,63.8,21,0.193,17,0.706,33,0.485,18,0.389,0.52,0.556,13,3.6,6.8,5.8,27.2,0.6,0.4,2.8,8.5,104.7,106.1,2017-2018
,Jerami Grant,Okc,SF,23,6,22.1,46.1,14.8,0.131,11,0.455,27,0.593,8,0.25,0.543,0.54,7.2,3.5,8.7,1,6.6,0.67,0.5,1,5.3,105,101.8,2017-2018
,Jerryd Bayless,Phi,PG,29,1,1.7,3.5,0,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,2017-2018
